long,lat
-87.66029423572358,41.990916338539776
-87.66029047841705,41.99079098951434
-87.66028253832803,41.9905006613094
-87.66027046884024,41.99015194133787
-87.66026648601695,41.99000181125436
-87.65999648827015,41.99001704881578
-87.65969970282563,41.9900286731309
-87.65950156451294,41.990033433451025
-87.65945009593533,41.990034672050655
-87.65926276620326,41.990037113997715
-87.65916228563397,41.99003873890808
-87.65900792917716,41.99004052701838
-87.6589430171194,41.99004206251163
-87.65891629200512,41.990042694254065
-87.6584001044827,41.990054901733956
-87.65821524742084,41.99005770440437
-87.6580480624566,41.990060241298835
-87.65753523819258,41.9900688299216
-87.6575133267852,41.990069236798384
-87.65694977740473,41.990079680824486
-87.65681444556648,41.99008203622189
-87.65649415935704,41.990087614350585
-87.65611203843753,41.990093784123545
-87.65604480213752,41.99009486986016
-87.65538641929771,41.99010563693545
-87.65430525065375,41.990117271261056
-87.65430208708341,41.990098240439444
-87.65428880191219,41.990067564862585
-87.65427340570737,41.99004527423118
-87.6542475711599,41.990015263424354
-87.65422730377642,41.989997799681646
-87.65421043515812,41.989979150175664
-87.65420150891434,41.98996405926114
-87.65419457941215,41.989941241810385
-87.65419292392279,41.98992394216249
-87.65419431271845,41.98989711341047
-87.65419610396718,41.989877392302695
-87.65419942384499,41.9898383893191
-87.6542170415295,41.989766129529535
-87.65423268497018,41.989688835910094
-87.65422988659468,41.98961991288296
-87.65423042961187,41.98958953733326
-87.65423003803916,41.98955715518919
-87.65422733008602,41.98953178248549
-87.65421893923526,41.98951482765841
-87.65420842193433,41.98949709311152
-87.65419792403843,41.98946390784405
-87.65419627930036,41.989376387863615
-87.65421164440734,41.9892320791309
-87.6542082523683,41.98910837657403
-87.65421678272715,41.98901872129239
-87.6542298727504,41.988797669872746
-87.65423810805105,41.988659466896124
-87.6542347079989,41.988612547423415
-87.65423345116204,41.98857873180263
-87.654232458277,41.98855441292607
-87.65423065576431,41.98854060027443
-87.65423209017251,41.98852664026781
-87.6542440025472,41.98852020624566
-87.654257414289,41.98851822840002
-87.65427656820945,41.988512057639404
-87.6542941840186,41.98850560328937
-87.65430389526772,41.98850214699973
-87.65430789216984,41.98840623488065
-87.65416564853388,41.98823703515493
-87.6539307330509,41.98797612676946
-87.65367887433491,41.98770356507545
-87.65354250900552,41.98756966410497
-87.65346620647628,41.98750894953528
-87.65338840382053,41.98745774934155
-87.65331198611183,41.987421759720334
-87.65324799218803,41.98739033623957
-87.65323251025829,41.9873827330428
-87.65314985459796,41.987331419688424
-87.65309224828673,41.98729721609288
-87.6530172415136,41.98723919718199
-87.65266418348851,41.98696828300372
-87.65226168463039,41.986691505620755
-87.65192572314861,41.98642862130613
-87.65182590491558,41.986331459745124
-87.65177529862062,41.986286073013424
-87.65172967548959,41.98624952395555
-87.65167906918492,41.98620740023358
-87.6516407188282,41.98617523131841
-87.65159029345014,41.986137061025616
-87.65153627968937,41.98610430427499
-87.65147560687899,41.98607183635738
-87.65140528766456,41.986026194062326
-87.65135527027644,41.98599107303674
-87.65131241571765,41.98596057796687
-87.65115558057332,41.98583624007111
-87.65105608307654,41.98576430032635
-87.65097693049948,41.985722721901396
-87.65091539373215,41.98570232183989
-87.6508119384915,41.98565983168876
-87.65073595446553,41.98562831609899
-87.6506651467434,41.98560788890406
-87.65059868592027,41.98559050633781
-87.6505085621814,41.9855741369184
-87.650376571282,41.98555880846949
-87.65028006211315,41.9855445121962
-87.65022103540473,41.98552994617339
-87.65013798322255,41.98550939172935
-87.65011528563089,41.985499223252745
-87.6500578527236,41.985473488018556
-87.65004762467527,41.98546678646383
-87.6498937002996,41.985421605085
-87.64939645385823,41.986404166983576
-87.64937415405723,41.98639875703721
-87.64937279334882,41.986398426967455
-87.64935180794112,41.98639333603959
-87.6501220583762,41.98486577359052
-87.65022107645147,41.98466939560155
-87.65029584372667,41.984504885704204
-87.65036503803775,41.98433902655005
-87.65042857708073,41.98417192571221
-87.65048646578767,41.98400366754473
-87.6504872338358,41.98400117407249
-87.65053858974412,41.983834387556264
-87.65057903833275,41.983687345594966
-87.65061967129468,41.98352301923117
-87.65065446418967,41.98335796877632
-87.65068345107831,41.983192254947774
-87.65070659521862,41.98302606770426
-87.65072389607889,41.98285946103816
-87.65073531434527,41.98269259895853
-87.65074084946356,41.98252553765128
-87.65074132015614,41.98248146983095
-87.65073639899894,41.98231555214331
-87.65072610686006,41.9817986234
-87.65072104254938,41.981636894954356
-87.65070992564495,41.98128179357718
-87.65070964228185,41.98127388929255
-87.65070543123139,41.981100073123315
-87.65069533403015,41.98092636032338
-87.65067938372621,41.98075291525939
-87.65066855682842,41.9806613600441
-87.65064106366158,41.980535787237066
-87.65060778723917,41.98041100115921
-87.65058927895132,41.98034988930468
-87.65055485963012,41.98027707191157
-87.65051754767575,41.98021016703143
-87.65042150047357,41.98005227974398
-87.65022109968373,41.979722843654706
-87.65026745026975,41.97970111223028
-87.6503104219586,41.97967576482465
-87.65034948973278,41.97964715492646
-87.65038421592405,41.97961558454178
-87.65041418844474,41.97958140570475
-87.65043910742025,41.979545027167084
-87.65045863845444,41.97950686186557
-87.6504725595243,41.97946734721076
-87.65047512989223,41.979457454507305
-87.65028137997169,41.97939225304672
-87.65023257151498,41.97935837262151
-87.65018791131752,41.97932141804483
-87.65018139753488,41.97931495470472
-87.65014784552021,41.97928166207413
-87.6501134929326,41.97924062411157
-87.64987875023172,41.979005805994284
-87.64976514081994,41.97890620069571
-87.64964712759415,41.97880950575957
-87.64952481375292,41.97871580397581
-87.6493983485045,41.97862523452736
-87.64932587394702,41.97857595415398
-87.64893829839697,41.97828542139511
-87.64891333513053,41.978265318203945
-87.6487739957793,41.97815310486365
-87.64873572397228,41.97811769615955
-87.64870218591395,41.9780797095774
-87.64867370834303,41.97803947328649
-87.64865055020675,41.97799740382627
-87.64863292228257,41.97795383093752
-87.64862624468763,41.9779315915095
-87.64860387177741,41.97784002125498
-87.6475427362899,41.977782809408254
-87.64745558477252,41.977775017102324
-87.6473693253598,41.97776289299331
-87.64728436320661,41.977746467632535
-87.64720106211108,41.97772585550348
-87.64711975737399,41.977701110547976
-87.64704092246686,41.97767237390826
-87.64696477631338,41.97763975707793
-87.64689179810489,41.977603398971155
-87.64683568501863,41.97757122599938
-87.64682220302633,41.97756349338625
-87.64675636028511,41.977520180707806
-87.64669455998688,41.97747368104692
-87.64669120359495,41.97747097268661
-87.6461449609734,41.97783693503786
-87.64611468932705,41.977809916808006
-87.64666189651787,41.97744338340098
-87.6466083010915,41.97739309055012
-87.6465594053384,41.977340163436985
-87.64651549881954,41.977284880483644
-87.64647672655184,41.97722748672838
-87.64644330852089,41.977168257843836
-87.64641950711798,41.9771164165878
-87.64641538690961,41.97710744550507
-87.64639306817627,41.977045374442866
-87.64637649735258,41.9769822961422
-87.64636574618636,41.976918539583956
-87.64636084639451,41.976854377184004
-87.64636059985764,41.976843097602696
-87.64633150803104,41.975868073821566
-87.64630848599963,41.97509467602419
-87.64628736578346,41.974401145842336
-87.64628599941487,41.974354482432986
-87.6462621106148,41.97353813655957
-87.64625827335445,41.973467560284774
-87.64624691107971,41.97334405796543
-87.64622970099994,41.97322093117473
-87.64620663839376,41.97309834858152
-87.64617779422788,41.97297644226019
-87.64614312921482,41.97285538060235
-87.64610275444095,41.97273532638147
-87.64605670357048,41.97261639209954
-87.64600505281987,41.97249876837928
-87.64590642577664,41.97228989317702
-87.64580061688658,41.972078943615216
-87.6456893128316,41.97186957956358
-87.64557258528501,41.97166185981868
-87.64545043335889,41.97145588808962
-87.64532293166492,41.97125172312081
-87.64502747899496,41.97079883316699
-87.64495194808667,41.970713419756166
-87.64484130338771,41.97056618874301
-87.6446466326381,41.970316643995915
-87.64458709012739,41.970244938175554
-87.64440341221206,41.97002372223964
-87.64430571367343,41.96990659283057
-87.64491798568677,41.969727093814825
-87.64497126517266,41.96973555794725
-87.645062613933,41.969745408624256
-87.64516340452224,41.969742170621345
-87.64550843189237,41.96969487110528
-87.64577809384907,41.96966144853892
-87.64602757751851,41.96963052792385
-87.64628825646996,41.96959630265115
-87.64663885413903,41.96955056947956
-87.64699889148325,41.96950615366036
-87.64720142187034,41.969479952387964
-87.64741311520146,41.96945256519424
-87.64769562936371,41.969415614720326
-87.64779709462961,41.96940260221404
-87.64791001347301,41.96938812159157
-87.64815575440163,41.96935660999863
-87.64827301106791,41.96934157361758
-87.64842622918606,41.96932192406664
-87.6486327003107,41.96929483620044
-87.64886703255577,41.96926458618332
-87.64907586472971,41.96923762616646
-87.64946451962183,41.969188325143584
-87.64963567615578,41.969174872618474
-87.64984425291274,41.96915847890712
-87.64998605347309,41.9691577045129
-87.65011830991224,41.9691555829582
-87.65028997983636,41.969153678537076
-87.6503097263616,41.96915332065718
-87.65073692057199,41.969145568725665
-87.65158039782868,41.96913170047619
-87.65249844008406,41.969119830601514
-87.65301602540356,41.969113133512764
-87.65385549985896,41.96910226958507
-87.65413018423716,41.969098890210724
-87.65470195366659,41.969091853502945
-87.65482207386589,41.9690902966559
-87.6550028260744,41.96908795046482
-87.65548935586696,41.96908089022837
-87.65550248667161,41.9690807170745
-87.65555445388596,41.96908002555226
-87.65606712587771,41.96907321441691
-87.65622046396084,41.96907066780621
-87.65631582059453,41.96906908222905
-87.65677296475158,41.969062584394855
-87.65692406637532,41.96906094434414
-87.65745453830957,41.96905518268404
-87.65762482510387,41.96905231692797
-87.65777219438175,41.96904983691228
-87.65816117478812,41.96904575688768
-87.65831952138275,41.969044112123335
-87.658350586604,41.969043789087394
-87.65856411049711,41.96904156952344
-87.65865695282213,41.969040604632816
-87.65888353598992,41.96903756434695
-87.65901398397459,41.96903581310387
-87.65921635821266,41.96903398491218
-87.65948429149636,41.96902930193205
-87.65967036262157,41.96902531566335
-87.65996291406073,41.969019047174854
-87.66043008633214,41.969013265718196
-87.66047760458359,41.969012679875554
-87.66084030462518,41.969007395109735
-87.66104624042215,41.969004730970326
-87.66126736250887,41.96900138822238
-87.66128541381593,41.96900113728567
-87.66148672677298,41.968998326470135
-87.66188106412389,41.96899282160114
-87.6621142735743,41.968989385871666
-87.66253294711615,41.968983215006105
-87.66268964719634,41.96898117431443
-87.66290549916204,41.96897836594855
-87.66292890057433,41.96897794073049
-87.66309304344723,41.968974970542526
-87.66345335843884,41.968968446952886
-87.66367999690443,41.96896368170836
-87.66371394447702,41.968962967823124
-87.66401959586972,41.96895912521199
-87.66418454242306,41.968956547070825
-87.66436729446599,41.96895368784795
-87.66443220924319,41.968952600894504
-87.66458420023169,41.96895005481411
-87.66473676761937,41.96894749885434
-87.6653164978641,41.96893823845543
-87.66536633476301,41.9689374414572
-87.66580141990477,41.96893047683557
-87.66594368704484,41.968927945821825
-87.6661642036195,41.9689240239911
-87.6661993395916,41.96892318874022
-87.66633079471293,41.968920062795476
-87.66642203935481,41.96891789382711
-87.66681768347934,41.96891278154659
-87.66691190948623,41.968911554431486
-87.66729291436812,41.96890659324906
-87.66749666165326,41.96890048837527
-87.66775329432676,41.968892798866015
-87.66813934262032,41.96888845185318
-87.66839813236108,41.96888522936941
-87.66867034894389,41.96888203430022
-87.66867880824572,41.96888192548413
-87.66875427261124,41.96888103553933
-87.66880436203174,41.96888045248943
-87.6692503504711,41.96887526016888
-87.66943908905903,41.968876980613764
-87.6696546911066,41.9688789446874
-87.67022773979157,41.96887247119234
-87.670255796241,41.96887215348831
-87.67048575883945,41.968869557191915
-87.67085065176448,41.96886543552124
-87.67101926975022,41.96886255755191
-87.67121593426154,41.968859199293696
-87.67180659631757,41.96885250617921
-87.6718398018823,41.96885212918929
-87.67241866284532,41.968845548582735
-87.67259709505689,41.968842018162576
-87.67274107058901,41.96883917091462
-87.67332842796439,41.96883195610486
-87.67338907070446,41.96883121555032
-87.67399816239917,41.968823759192674
-87.67417408531333,41.96882177432205
-87.6743092529442,41.96882024890073
-87.67437792162012,41.968819307603795
-87.67443429065047,41.96881853771292
-87.67452369217176,41.96881731336335
-87.67457519001039,41.96881660834062
-87.67461718587359,41.96881603243072
-87.6747472994988,41.968814611480376
-87.67488844691478,41.968813061366454
-87.67545017829937,41.968805470419376
-87.67554509959737,41.96880418401406
-87.67601852715441,41.96879777630444
-87.67620511165876,41.96879495907592
-87.67639939689928,41.96879202562287
-87.67702245872724,41.96878463960581
-87.67753696022496,41.96877857940009
-87.67769650343708,41.96877591639884
-87.67781632592265,41.968773916669086
-87.67787288457781,41.96877356322266
-87.67803558764257,41.968771107964336
-87.6782784608067,41.96876799277976
-87.6784386957945,41.968765916180494
-87.67852092892649,41.96876484876965
-87.67918558494216,41.96875617989562
-87.67976387225406,41.96874863198609
-87.67981558183246,41.96874788691859
-87.67987037856463,41.968747098890276
-87.68021851204766,41.96874194439781
-87.68040832076045,41.96873925105439
-87.68080091529121,41.968733682113694
-87.68100962666784,41.96873071912237
-87.68112425905677,41.96872909279669
-87.68127578219665,41.96872687842806
-87.68161359033662,41.96872108196251
-87.68183801088705,41.96871722778461
-87.68197438123734,41.96871528523856
-87.68241906490127,41.968707776143
-87.68247680549781,41.96870680042182
-87.68286531517393,41.968701681017315
-87.68308104709405,41.96869883615753
-87.6834139558362,41.968693862422995
-87.6837174431802,41.968689321951814
-87.68404138863075,41.968684736466145
-87.68433934197299,41.968680517397324
-87.68457251354326,41.96867688022783
-87.68462723562607,41.968676026870305
-87.68499177730806,41.96867037364636
-87.68525572380067,41.96866673812522
-87.68557119686001,41.96866239439851
-87.68585593766122,41.96865697535451
-87.68623470859833,41.96865101376464
-87.68647351938066,41.96864722086323
-87.68682631556828,41.96864161445641
-87.68703852003901,41.96863850032382
-87.6870672042619,41.968638220943795
-87.68720158489545,41.9686365657306
-87.68768815276614,41.96863597308691
-87.68785921825697,41.96863576379108
-87.68804532610828,41.96863159561757
-87.68816905324681,41.96862883343646
-87.6883047710526,41.9686258100114
-87.68857501898884,41.968617785259056
-87.68861720381248,41.9686165333011
-87.68890658220235,41.96861492522399
-87.68932002590859,41.96861262944318
-87.68948169768647,41.96861013269117
-87.68949970276356,41.9686098598382
-87.68976613458535,41.96860579999328
-87.69012748655034,41.96860252857566
-87.69037446733383,41.96860029025953
-87.69057279377503,41.968598794715774
-87.6908448186234,41.96859631100099
-87.69101821112137,41.96859475506915
-87.69134891955284,41.96859281018933
-87.69153959183711,41.968591689349985
-87.69183651952423,41.96858829873998
-87.69204706648493,41.96858555068652
-87.69228272543279,41.968582998728394
-87.69257177207409,41.968580962508454
-87.69285346331128,41.9685789665774
-87.69312569842201,41.968577438073034
-87.69331115137052,41.96857616855626
-87.69354613780644,41.96857454156971
-87.69379762682424,41.968571737593976
-87.69397457633627,41.96856976479909
-87.69406173440296,41.968568988171334
-87.69421063537806,41.968567731892655
-87.69439594388083,41.96856612914242
-87.69460655354698,41.96856433838123
-87.69477972540159,41.968562831727446
-87.69502187142555,41.96856133018008
-87.69521380395366,41.9685601410906
-87.69544864526934,41.96855853753082
-87.69559754677553,41.96855722326841
-87.69585743597754,41.96855498867306
-87.6960554627087,41.9685536181049
-87.6962438408538,41.96855285274127
-87.69626099612648,41.968552124611044
-87.69664771383478,41.96854938615384
-87.69686998854664,41.96854685860317
-87.69726252163557,41.968543437164286
-87.69746699071023,41.96854152075881
-87.69761784477035,41.968540108764
-87.69810389400445,41.96853626661079
-87.69843217869864,41.96853369365529
-87.6986888985159,41.968531888944455
-87.69896981889063,41.968529914836914
-87.69904895519106,41.96852950069844
-87.69924580563048,41.96852847466841
-87.69937554532954,41.96852757257679
-87.69953620964492,41.968526456467984
-87.69973055868218,41.9685253834155
-87.70040142084828,41.96852168049603
-87.70072676928478,41.9685188081742
-87.7010761196714,41.96851476410105
-87.70108291797062,41.96852098835221
-87.70117228672369,41.96862754519751
-87.70124324437978,41.968718082910115
-87.70132008159331,41.96880497495603
-87.7013990113074,41.968885265893356
-87.70143941435673,41.9689418269557
-87.70144953325382,41.96898592748836
-87.70144795094328,41.96902326686362
-87.70145263556535,41.969062589872465
-87.70146935436021,41.96909753398391
-87.70149957909791,41.96913858802985
-87.7015448954125,41.969196712505415
-87.70169902155159,41.9693628185449
-87.70178789390583,41.96945652736674
-87.7018828142785,41.96954480862242
-87.70194299228474,41.96958764802408
-87.7019772591196,41.96959917073094
-87.70202109942602,41.96962443800951
-87.70207567893642,41.96968324417171
-87.70214957192502,41.96976707469783
-87.70223987696107,41.96985716924005
-87.70229202117196,41.96991689548874
-87.7023511529237,41.9699874714622
-87.70244328326815,41.97009014625287
-87.70251506851109,41.970175501367734
-87.70256444325886,41.97023246779332
-87.70263491999333,41.97032369352276
-87.70264788078477,41.97034047116895
-87.7027040015558,41.97041810970857
-87.70278175637048,41.97053217568587
-87.70280048617806,41.97057942440348
-87.70286871360226,41.97068240402527
-87.70294249579796,41.97079619958502
-87.70300842889803,41.970889617239614
-87.70306262913432,41.97097945882073
-87.70309078366606,41.97105181354088
-87.70314405940314,41.971138520995694
-87.70321880039995,41.97124093325425
-87.70337369243822,41.97155418371512
-87.70344284286115,41.9716944620536
-87.70353185934356,41.97186349950947
-87.70356940801337,41.97195297506674
-87.70359196298838,41.97203386064627
-87.70360441489845,41.972095015203195
-87.70361320724778,41.97212846334313
-87.70362890800945,41.97218817710426
-87.70364933368256,41.97226858420083
-87.70366301336473,41.972343275299835
-87.70368741919275,41.97243031678856
-87.70370809059361,41.972497251659284
-87.70373665646808,41.97259120513695
-87.70376085674658,41.972680607415356
-87.70378160884881,41.97279523738261
-87.70379208305862,41.972862883456536
